Table S1. Identification and collection information for all specimens submitted to BOLD in this study.,,,,
NID #,Species name,Collection location,GenBank COI Acc. #,Other GenBank Accessions associated with the specimen
N3670,Mesocriconema discus,"USA: Canyonlands-North Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",KY574622,
N8476,Mesocriconema discus,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Tyler County, Texas",MN711067,
N2625,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290521,
N2627,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290522,KX290602 (NC18S)
N2628,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290523,
N2629,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290524,
N2630,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290525,
N2637,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290526,
N2638,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290527,
N2639,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290528,
N2640,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290529,
N2641,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290530,
N2642,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290531,
N5953,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290532,
N5958,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290533,
N5959,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290534,
N5960,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290535,
N5961,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290536,
N5962,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290537,
N5963,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290538,
N5964,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290539,
N5965,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290540,
N5975,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290541,
N5976,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290542,KX290603 (NC18S)
N5985,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290543,
N5986,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290544,
N5987,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290545,
N5988,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290546,
N5989,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290547,
N5990,Mesocriconema ericaceum,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290548,KX290604 (NC18S)
N9,Mesocriconema inaratum,"USA: Kalsow Prairie State Preserve, Pocahontas County, IA",KJ787930,"FJ489597 (18S-3’),  HM116060 (ITS1)"
N12,Mesocriconema inaratum,"USA: Kalsow Prairie State Preserve, Pocahontas County, IA",KJ787931,
N759,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787932,
N760,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787933,
N1134,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ787934,
N1135,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ787935,MF094903 (NC18S)
N1138,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ787936,
N1153,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section C, Lancaster County, Nebraska",KJ787937,
N1154,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section C, Lancaster County, Nebraska",KJ787938,
N1172,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section C, Lancaster County, Nebraska",KJ787939,
N1244,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section E, Lancaster County, Nebraska",KJ787940,
N1266,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section E, Lancaster County, Nebraska",KJ787941,
N1312,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787942,
N1319,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787943,
N1320,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787944,
N1321,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787945,
N1322,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787946,
N1323,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787947,
N1363,Mesocriconema inaratum,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ787948,
N1364,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787949,
N1366,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787950,
N1367,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787951,
N1369,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787952,
N1373,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787953,
N1402,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787954,
N1403,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787955,
N1410,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787956,
N1422,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787957,
N1424,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787958,
N2829,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section C, Lancaster County, Nebraska",MN711068,
N2833,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section C, Lancaster County, Nebraska",MN711069,
N2836,Mesocriconema inaratum,"USA: Nine-Mile Prairie, Section C, Lancaster County, Nebraska",MN711070,
N2919,Mesocriconema inaratum,"USA: Aurora Prairie Preserve, Brookings County, SD",KY574657,MF094948 (NC18S)
N2920,Mesocriconema inaratum,"USA: Aurora Prairie Preserve, Brookings County, SD",MF770921,MF094949 (NC18S)
N2972,Mesocriconema inaratum,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",KY574658,
N2974,Mesocriconema inaratum,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",MN711071,
N2977,Mesocriconema inaratum,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",MN711072,
N2978,Mesocriconema inaratum,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",MN711073,
N3022,Mesocriconema inaratum,"USA: Red Rock Prairie Preserve-East Unit, Cottonwood County, Minnesota",MN711074,
N3023,Mesocriconema inaratum,"USA: Red Rock Prairie Preserve-East Unit, Cottonwood County, Minnesota",MN711075,
N3026,Mesocriconema inaratum,"USA: Red Rock Prairie Preserve-East Unit, Cottonwood County, Minnesota",MN711076,
N3070,Mesocriconema inaratum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574659,
N3071,Mesocriconema inaratum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711077,
N3079,Mesocriconema inaratum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711078,
N3109,Mesocriconema inaratum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711079,
N3110,Mesocriconema inaratum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574660,
N3135,Mesocriconema inaratum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711080,
N5994,Mesocriconema inaratum,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",MN711081,
N5995,Mesocriconema inaratum,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",MN711082,
N5997,Mesocriconema inaratum,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",MN711083,
N7003,Mesocriconema inaratum,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",MF770967,MF095030 (NC18S)
N7007,Mesocriconema inaratum,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",MN711084,
N600,Mesocriconema nebraskense,"USA: Aurora Prairie Preserve, Brookings County, SD",KJ787959,
N825,Mesocriconema nebraskense,"USA: Sheeder Prairie State Preserve, Guthrie County, Iowa",KJ787960,
N827,Mesocriconema nebraskense,"USA: Sheeder Prairie State Preserve, Guthrie County, Iowa",KJ787961,
N828,Mesocriconema nebraskense,"USA: Sheeder Prairie State Preserve, Guthrie County, Iowa",KJ787962,
N829,Mesocriconema nebraskense,"USA: Sheeder Prairie State Preserve, Guthrie County, Iowa",KJ787963,
N832,Mesocriconema nebraskense,"USA: Kalsow Prairie State Preserve, Pocahontas County, IA",KJ787964,
N833,Mesocriconema nebraskense,"USA: Kalsow Prairie State Preserve, Pocahontas County, IA",KJ787965,
N835,Mesocriconema nebraskense,"USA: Kalsow Prairie State Preserve, Pocahontas County, IA",KJ787966,
N836,Mesocriconema nebraskense,"USA: Kalsow Prairie State Preserve, Pocahontas County, IA",KJ787967,
N842,Mesocriconema nebraskense,"USA: Doolittle Prairie State Preserve, Story County, IA",KJ787968,
N843,Mesocriconema nebraskense,"USA: Doolittle Prairie State Preserve, Story County, IA",KJ787969,
N845,Mesocriconema nebraskense,"USA: Doolittle Prairie State Preserve, Story County, IA",KJ787970,
N884,Mesocriconema nebraskense,"USA: Doolittle Prairie State Preserve, Story County, IA",KJ787971,KY574859 (ITS1)
N888,Mesocriconema nebraskense,"USA: Reichelt Unit of Rock Creek State Park, Reichelt Remnant Prairie Preserve, Jasper County, Iowa",KJ787972,
N1050,Mesocriconema nebraskense,"USA: Quivira Wildlife Refuge, Barton County, KS",KJ787973,
N1074,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ787974,KY574860 (ITS1)
N1091,Mesocriconema nebraskense,"USA: Quivira Wildlife Refuge, Barton County, KS",KJ787975,
N1092,Mesocriconema nebraskense,"USA: Quivira Wildlife Refuge, Barton County, KS",KJ787976,
N1093,Mesocriconema nebraskense,"USA: Quivira Wildlife Refuge, Barton County, KS",KJ787977,
N1094,Mesocriconema nebraskense,"USA: Quivira Wildlife Refuge, Barton County, KS",KJ787978,
N1112,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ787979,
N1246,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section E, Lancaster County, Nebraska",KJ787980,
N1265,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section E, Lancaster County, Nebraska",KJ787981,
N1313,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787982,
N1315,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ787983,
N1318,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ787984,
N1343,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ787985,
N1352,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ787986,
N1374,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787987,
N1378,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787988,
N1379,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787989,
N1380,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787990,
N1386,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787991,
N1405,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KY574661,
N1407,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KY574662,
N1411,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KY574663,
N1413,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787992,
N1415,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787993,
N1429,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787994,
N1430,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787995,
N1433,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787996,
N1434,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ787997,
N2815,Mesocriconema nebraskense,"USA: Nine-Mile Prairie Adjoining Land, Between Bomb Bunkers, Lancaster County, Nebraska",KY574664,
N2816,Mesocriconema nebraskense,"USA: Nine-Mile Prairie Adjoining Land, Hayed Prairie, Lancaster County, Nebraska",KY574665,
N2817,Mesocriconema nebraskense,"USA: Nine-Mile Prairie Adjoining Land, Hayed Prairie, Lancaster County, Nebraska",KY574666,
N2822,Mesocriconema nebraskense,"USA: Nine-Mile Prairie Adjoining Land, Hayed Prairie, Lancaster County, Nebraska",KY574667,
N2832,Mesocriconema nebraskense,"USA: Nine-Mile Prairie, Section C, Lancaster County, Nebraska",KY574668,
N2865,Mesocriconema nebraskense,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",KY574669,
N2885,Mesocriconema nebraskense,"USA: Konza Prairie Biological Station (KPBS), Geary County, KS",KY574670,
N2886,Mesocriconema nebraskense,"USA: Konza Prairie Biological Station (KPBS), Geary County, KS",KY574671,
N2895,Mesocriconema nebraskense,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",KY574672,
N2927,Mesocriconema nebraskense,"USA: Aurora Prairie Preserve, Brookings County, SD",KY574673,
N2928,Mesocriconema nebraskense,"USA: Aurora Prairie Preserve, Brookings County, SD",KY574674,
N2997,Mesocriconema nebraskense,"USA: Cades Cove, Great Smoky Mountains National Park (GRSM), Blount County, Tennessee",KY574675,
N3000,Mesocriconema nebraskense,"USA: Cades Cove, Great Smoky Mountains National Park (GRSM), Blount County, Tennessee",KY574676,KY574861 (ITS1)
N3031,Mesocriconema nebraskense,"USA: Red Rock Prairie Preserve-East Unit, Cottonwood County, Minnesota",KY574677,KY574862 (ITS1)
N3080,Mesocriconema nebraskense,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574678,
N3086,Mesocriconema nebraskense,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574679,KY574844 (NC18S-ITS1)
N3101,Mesocriconema nebraskense,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574680, KY574863 (ITS1)
N3111,Mesocriconema nebraskense,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574681,
N3139,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574682,
N3144,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574683,KY574864 (ITS1)
N3145,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574684,
N3146,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574685,
N3155,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574686,
N3156,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574687,
N3159,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574688,
N3162,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574689,
N3165,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574690,KY574865 (ITS1)
N3166,Mesocriconema nebraskense,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574691,
N3230,Mesocriconema nebraskense,"USA: Midewin National Tallgrass Prairie, Will County, Illinois",KY574692,
N3231,Mesocriconema nebraskense,"USA: Midewin National Tallgrass Prairie, Will County, Illinois",KY574693,
N3236,Mesocriconema nebraskense,"USA: Midewin National Tallgrass Prairie, Will County, Illinois",KY574694,
N5506,Mesocriconema nebraskense,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574695, KY574845 (NC18S-ITS1)
N5944,Mesocriconema nebraskense,"USA: Homestead National Monument, Gage County, Nebraska",KY574696,
N5948,Mesocriconema nebraskense,"USA: Homestead National Monument, Gage County, Nebraska",KY574697,
N5950,Mesocriconema nebraskense,"USA: Homestead National Monument, Gage County, Nebraska",KY574698,
N5955,Mesocriconema nebraskense,"USA: Freeman School Native Prairie, Homestead National Monument, Gage County, Nebraska",KY574699,
N5957,Mesocriconema nebraskense,"USA: Freeman School Native Prairie, Homestead National Monument, Gage County, Nebraska",KY574700,
N7006,Mesocriconema nebraskense,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574701,
N7013,Mesocriconema nebraskense,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574702,
N7014,Mesocriconema nebraskense,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574703,
N7016,Mesocriconema nebraskense,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574704,
N7017,Mesocriconema nebraskense,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574705,
N7019,Mesocriconema nebraskense,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574706,
N7028,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574707,
N7030,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574708,
N7035,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574709,
N7036,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574710,
N7037,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574711,
N7038,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574712,
N7039,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574713,
N7041,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574714,
N7042,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574715,
N7043,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574716,
N7044,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574717,
N7045,Mesocriconema nebraskense,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574718,
N7087,Mesocriconema nebraskense,"USA: Chaves County, New Mexico",MN711085,
N7089,Mesocriconema nebraskense,"USA: Chaves County, New Mexico",MN711086,
N7090,Mesocriconema nebraskense,"USA: Chaves County, New Mexico",MN711087,
N7092,Mesocriconema nebraskense,"USA: Bernalillo County, New Mexico",MN711088,
N7093,Mesocriconema nebraskense,"USA: Bernalillo County, New Mexico",MN711089,
N7094,Mesocriconema nebraskense,"USA: Bernalillo County, New Mexico",MN711090,
N7160,Mesocriconema nebraskense,"USA: Maricopa County, Arizona",MN711091,
N7161,Mesocriconema nebraskense,"USA: Maricopa County, Arizona",MN711092,
N7162,Mesocriconema nebraskense,"USA: Maricopa County, Arizona",MN711093,
N7358,Mesocriconema nebraskense,"USA: Lancaster County, Nebraska",MN711094,
N8978,Mesocriconema nebraskense,"USA: Henning Conservation Area, Glade 83, Taney County, Missouri",MN711095,
N9095,Mesocriconema nebraskense,"USA: Henning Conservation Area, Glade 85, Taney County, Missouri",MN711096,
N9330,Mesocriconema nebraskense,"USA: Drury-Mincy Conservation Area, Glade 5, Taney County, Missouri",MN711097,
N9628,Mesocriconema nebraskense,"USA: Richland County, North Dakota",MN711098,
P77025,Mesocriconema nebraskense,"USA: Konza Prairie Biological Station (KPBS), Riley County, KS",KJ787998,
N1242,Mesocriconema onoense,"USA: Auburn University Turf Unit, Lee County, AL",KJ787834,MF094909 (NC18S)
N1249,Mesocriconema onoense,"USA: Auburn University Turf Unit, Lee County, AL",KJ787835,
N1250,Mesocriconema onoense,"USA: Auburn University Turf Unit, Lee County, AL",KJ787836,
N1253,Mesocriconema onoense,"USA: Auburn University Turf Unit, Lee County, AL",KJ787837,
N1254,Mesocriconema onoense,"USA: Auburn University Turf Unit, Lee County, AL",KJ787838,
N500,Mesocriconema ornatum,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, GA",KJ787823,
N502,Mesocriconema ornatum,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, GA",KJ787824,MF094893 (NC18S) JF972477 (18S-3’)
N505,Mesocriconema ornatum,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, GA",KJ787825,
N1275,Mesocriconema ornatum,"USA: Chilton County, Alabama",KJ787826,
N1281,Mesocriconema ornatum,"USA: Chilton County, Alabama",KJ787827,
N1283,Mesocriconema ornatum,"USA: Chilton County, Alabama",KJ787828,
N1284,Mesocriconema ornatum,"USA: Chilton County, Alabama",KJ787829,
N1285,Mesocriconema ornatum,"USA: Chilton County, Alabama",KJ787830,
N2716,Mesocriconema ornatum,"USA: Clinch County, Georgia",MN711099,
N6893,Mesocriconema ornatum,Iran: Fars,MN711100,
P183088,Mesocriconema ornatum,Costa Rica: Heredia Province,KJ787831,
P183090,Mesocriconema ornatum,"Costa Rica: La Selva Biological Station, Heredia Province, Sarapiqui County",KJ787832,"FJ489548 (18S-3’),"
P190087,Mesocriconema ornatum,"USA: Frio County, Texas",KJ787833,
N99,Mesocriconema rusticum,"USA: Summit County, UT",KJ787852,
N447,Mesocriconema rusticum,"USA: Douglas County, Nebraska",KJ787853,
N691,Mesocriconema rusticum,"USA: UNL East Campus, Lancaster County, Nebraska",KJ787854,
N742,Mesocriconema rusticum,"USA: Shimek State Forest, Lee County, IA",KJ787855,
N1140,Mesocriconema rusticum,"USA: Avoca Prairie and Oak Savanna State Natural Area, Iowa County, WI",KJ787856,
N1141,Mesocriconema rusticum,"USA: Avoca Prairie and Oak Savanna State Natural Area, Iowa County, WI",KJ787857,
N3050,Mesocriconema rusticum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MF770936,MF094965 (NC18S)
N3056,Mesocriconema rusticum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711101,
N3060,Mesocriconema rusticum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711102,
N3083,Mesocriconema rusticum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711103,
N3085,Mesocriconema rusticum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MF770940,MF094972 (NC18S)
N3136,Mesocriconema rusticum,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711104,
N3235,Mesocriconema rusticum,"USA: Midewin National Tallgrass Prairie, Will County, Illinois",MN711105,
N3237,Mesocriconema rusticum,"USA: Midewin National Tallgrass Prairie, Will County, Illinois",MN711106,
N3240,Mesocriconema rusticum,"USA: Midewin National Tallgrass Prairie, Will County, Illinois",MN711107,
N3439,Mesocriconema rusticum,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",MN711108,
N5572,Mesocriconema rusticum,"Norway: Vormsund, Akershus County, Ostlandet Province",KY574621,MF095017 (NC18S)
N5573,Mesocriconema rusticum,"Norway: Vormsund, Akershus County, Ostlandet Province",MN711109,
N7135,Mesocriconema rusticum,"USA: Barnes County, North Dakota",MN711110,
N8878,Mesocriconema rusticum,"Poland: Dabrowka, Warmian-Masuria",MN711111,
N8902,Mesocriconema rusticum,"Poland: Dabrowka, Warmian-Masuria",MN711112,
P155078,Mesocriconema rusticum,"USA: Konza Prairie Biological Station (KPBS), Riley County, KS",KJ787858,AY919189 (18S-3’)
P228021,Mesocriconema rusticum,"USA: UNL East Campus, Lancaster County, Nebraska",KJ787859,JF972478 (18S-3’)
N244,Mesocriconema sp.,"USA: NMSU, Leyendecker Plant Science Research Center, Dona Ana County, NM",KJ787928,
N245,Mesocriconema sp.,"USA: NMSU, Leyendecker Plant Science Research Center, Dona Ana County, NM",KJ787929,
N321,Mesocriconema sp.,"USA: Serpentine Grasslands, Baltimore County, Maryland",KJ788011,
N363,Mesocriconema sp.,"USA: Soldier's Delight, Serpentine Grasslands, Baltimore County, MD",KJ788012,KY574875 (ITS1)
N432,Mesocriconema sp.,"USA: Brookings County, SD",KJ787860,
N570,Mesocriconema sp.,"USA: Jonathan Dickinson State Park, Martin County, FL",KJ788061,MF094894 (NC18S)
N608,Mesocriconema sp.,"USA: Meade County, SD",KJ788016,
N609,Mesocriconema sp.,"USA: Avoca Prairie and Oak Savanna State Natural Area, Iowa County, WI",KJ788014,
N741,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788017,
N753,Mesocriconema sp.,"USA: Brookings County, SD",KJ787861,
N855,Mesocriconema sp.,"USA: Doolittle Prairie State Preserve, Story County, IA",KJ788018,
N918,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788009,
N919,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ787999,
N920,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788000,
N942,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788010,KY574873 (ITS1)
N943,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788001,
N956,Mesocriconema sp.,"USA: Schluckebier Prairie State Natural Area, North Parcel, Sauk County, Wisconsin",KJ788015,KY574848 (NC18S)
